threshold, compression, accuracy
0.0, 0.0, 0.9886
0.111111111111, 0.86907, 0.9873
0.222222222222, 0.977315, 0.8899
0.333333333333, 0.99448, 0.5395
0.444444444444, 0.9986875, 0.2558
0.555555555556, 0.99971, 0.153
0.666666666667, 0.9999275, 0.1256
0.777777777778, 0.9999925, 0.1072
0.888888888889, 1.0, 0.1085
1.0, 1.0, 0.0993
