threshold, compression, accuracy
0.0, 0.0, 0.9886
0.111111111111, 0.544, 0.9886
0.222222222222, 0.855, 0.9814
0.333333333333, 0.9726, 0.7633
0.444444444444, 0.9954, 0.1987
0.555555555556, 0.9992, 0.0182
0.666666666667, 1.0, 0.0184
0.777777777778, 1.0, 0.0168
0.888888888889, 1.0, 0.016
1.0, 1.0, 0.0164
